ntd_id,agency,reporter_type,organization_type,city,state,report_year,agency_voms,uace_code,uza_name,primary_uza_area_sq_miles,primary_uza_population,service_area_sq_miles,service_area_population,actual_vehicle_passenger_car_miles,actual_vehicle_passenger_car_revenue_miles,actual_vehicle_passenger_car_deadhead_miles,scheduled_vehicle_passenger_car_revenue_miles,actual_vehicle_passenger_car_hours,actual_vehicle_passenger_car_revenue_hours,actual_vehicle_passenger_car_deadhead_hours,charter_service_hours,school_bus_hours,trains_in_operation,train_miles,train_revenue_miles,train_deadhead_miles,train_hours,train_revenue_hours,train_deadhead_hours,unlinked_passenger_trips_upt,ada_upt,sponsored_service_upt,passenger_miles_traveled,directional_route_miles
70153,City of North Platte,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",North Platte,NE,2022,8.0,,,,,,,0.0,362547.0,0.0,0.0,0.0,18814.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,47331.0,,3712.0,0.0,0.0
70153,"City of North Platte, dba: North Platte Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",North Platte,NE,2023,8.0,,,0.0,,,,0.0,277305.0,0.0,0.0,0.0,14739.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,59881.0,,6348.0,0.0,0.0
70153,"City of North Platte, dba: North Platte Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",North Platte,NE,2024,8.0,,,0.0,,,,,267796.0,,,,16937.0,,,,,,,,,,,62839.0,,6804.0,,
70193,City of Plainview Handivan,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Plainview,NE,2022,1.0,,,,,,,0.0,4502.0,0.0,0.0,0.0,460.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,913.0,,0.0,0.0,0.0
70193,City of Plainview Handivan,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Plainview,NE,2023,1.0,,,0.0,,,,0.0,5703.0,0.0,0.0,0.0,888.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1421.0,,0.0,0.0,0.0
70193,City of Plainview Handivan,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Plainview,NE,2024,1.0,,,0.0,,,,,6011.0,,,,672.0,,,,,,,,,,,1336.0,,0.0,,
70113,Commmunity Memorial Health Center Burwell,Rural Reporter,Private-Non-Profit Corporation,Burwell,NE,2022,2.0,,,,,,,0.0,28775.0,0.0,0.0,0.0,1355.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,492.0,,0.0,0.0,0.0
70113,"Commmunity Memorial Health Center Burwell, dba: Community Memorial Health Center Transportation",Rural Reporter,Private-Non-Profit Corporation,Burwell,NE,2023,4.0,,,0.0,,,,0.0,23778.0,0.0,0.0,0.0,1290.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,516.0,,0.0,0.0,0.0
70113,"Commmunity Memorial Health Center Burwell, dba: Community Memorial Health Center Transportation",Rural Reporter,Private-Non-Profit Corporation,Burwell,NE,2024,4.0,,,0.0,,,,,25617.0,,,,1151.0,,,,,,,,,,,399.0,,0.0,,
70156,"Community Concern , dba: North Fork Area Transit",Rural Reporter,Private-Non-Profit Corporation,Norfolk,NE,2022,21.0,,,,,,,0.0,346838.0,0.0,0.0,0.0,19236.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,72649.0,,6835.0,0.0,0.0
70156,"Community Concern , dba: North Fork Area Transit",Rural Reporter,Private-Non-Profit Corporation,Norfolk,NE,2023,23.0,,,0.0,,,,0.0,234618.0,0.0,0.0,0.0,14804.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,71152.0,,3939.0,0.0,0.0
70156,"Community Concern , dba: North Fork Area Transit",Rural Reporter,Private-Non-Profit Corporation,Norfolk,NE,2024,13.0,,,0.0,,,,,313815.0,,,,19287.0,,,,,,,,,,,38386.0,,18.0,,
70160,Eastern Nebraska,Rural Reporter,Area Agency on Aging,Omaha,NE,2022,8.0,,,,,,,0.0,109397.0,0.0,0.0,0.0,3303.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,11145.0,,74.0,0.0,0.0
70160,Eastern Nebraska,Rural Reporter,Area Agency on Aging,Omaha,NE,2023,9.0,,,0.0,,,,0.0,91192.0,0.0,0.0,0.0,2749.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,8122.0,,0.0,0.0,0.0
77078,Garden County,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Oshkosh,NE,2022,3.0,,,,,,,0.0,71311.0,0.0,0.0,0.0,2728.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2954.0,,473.0,0.0,0.0
77078,"Garden County, dba: Garden County Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Oshkosh,NE,2023,4.0,,,0.0,,,,0.0,98860.0,0.0,0.0,0.0,4235.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,4363.0,,2097.0,0.0,0.0
77078,"Garden County, dba: Garden County Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Oshkosh,NE,2024,4.0,,,0.0,,,,,95690.0,,,,4486.0,,,,,,,,,,,6498.0,,2941.0,,
70079,"Grant County, dba: Grant/Arthur Handibus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Hyannis,NE,2022,1.0,,,,,903.0,195413.0,0.0,7460.0,0.0,0.0,0.0,373.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,155.0,,0.0,0.0,0.0
70079,"Grant County, dba: Grant/Arthur Handibus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Hyannis,NE,2023,1.0,,,0.0,,903.0,195413.0,0.0,5745.0,0.0,0.0,0.0,258.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,100.0,,0.0,0.0,0.0
70079,"Grant County, dba: Grant/Arthur Handibus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Hyannis,NE,2024,1.0,,,0.0,,903.0,195413.0,,2454.0,,,,108.0,,,,,,,,,,,31.0,,0.0,,
70098,Guide Rock,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Guide Rock,NE,2022,2.0,,,,,,,0.0,13132.0,0.0,0.0,0.0,326.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,976.0,,0.0,0.0,0.0
70098,"Guide Rock, dba: Webster County Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Guide Rock,NE,2023,2.0,,,0.0,,,,0.0,11045.0,0.0,0.0,0.0,226.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,756.0,,0.0,0.0,0.0
70198,Harlan Co. Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Alma,NE,2022,2.0,,,,,,,0.0,22930.0,0.0,0.0,0.0,1183.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2725.0,,183.0,0.0,0.0
70198,Harlan Co. Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Alma,NE,2023,1.0,,,0.0,,,,0.0,13038.0,0.0,0.0,0.0,718.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2044.0,,197.0,0.0,0.0
70198,Harlan Co. Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Alma,NE,2024,1.0,,,0.0,,,,,17094.0,,,,845.0,,,,,,,,,,,2192.0,,361.0,,
70143,Hooker Co,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Mullen,NE,2022,2.0,,,,,,,0.0,16930.0,0.0,0.0,0.0,810.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,110.0,,0.0,0.0,0.0
70143,"Hooker Co, dba: Hooker Co Handi Bus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Mullen,NE,2023,2.0,,,0.0,,,,0.0,24171.0,0.0,0.0,0.0,1033.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,406.0,,0.0,0.0,0.0
70143,"Hooker Co, dba: Hooker Co Handi Bus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Mullen,NE,2024,2.0,,,0.0,,,,,24941.0,,,,1186.0,,,,,,,,,,,510.0,,0.0,,
70200,Kimball County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Kimball,NE,2022,12.0,,,,,,,0.0,341796.0,0.0,0.0,0.0,15233.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,26446.0,,5279.0,0.0,0.0
70200,Kimball County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Kimball,NE,2023,13.0,,,0.0,,,,0.0,502791.0,0.0,0.0,0.0,21786.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,32247.0,,5528.0,0.0,0.0
70200,Kimball County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Kimball,NE,2024,21.0,,,0.0,,,,,1005028.0,,,,31106.0,,,,,,,,,,,41117.0,,10922.0,,
70164,Lancaster Co Rural Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Lincoln,NE,2022,3.0,,,,,,,0.0,30378.0,0.0,0.0,0.0,1771.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1573.0,,0.0,0.0,0.0
70164,Lancaster Co Rural Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Lincoln,NE,2023,3.0,,,0.0,,,,0.0,29119.0,0.0,0.0,0.0,1861.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1315.0,,0.0,0.0,0.0
70164,Lancaster Co Rural Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Lincoln,NE,2024,3.0,,,0.0,,,,,26424.0,,,,1905.0,,,,,,,,,,,1426.0,,0.0,,
70192,Loup City,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Loup City,NE,2022,1.0,,,,,,,0.0,7284.0,0.0,0.0,0.0,959.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,578.0,,0.0,0.0,0.0
70192,"Loup City, dba: City of Loup City Handibus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Loup City,NE,2023,1.0,,,0.0,,,,0.0,7366.0,0.0,0.0,0.0,422.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,271.0,,0.0,0.0,0.0
70192,"Loup City, dba: City of Loup City Handibus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Loup City,NE,2024,2.0,,,0.0,,,,,13705.0,,,,667.0,,,,,,,,,,,719.0,,0.0,,
70081,"Mid-Nebraska Community Action, dba: Reach Your Destination Easily",Rural Reporter,Private-Non-Profit Corporation,Kearney,NE,2022,36.0,,,,,,,0.0,480198.0,0.0,0.0,0.0,35711.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,83914.0,,2453.0,0.0,0.0
70081,"Mid-Nebraska Community Action, dba: Reach Your Destination Easily",Rural Reporter,Private-Non-Profit Corporation,Kearney,NE,2023,35.0,,,0.0,,,,0.0,493519.0,0.0,0.0,0.0,35008.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,87848.0,,12938.0,0.0,0.0
70081,"Mid-Nebraska Community Action, dba: Reach Your Destination Easily",Rural Reporter,Private-Non-Profit Corporation,Kearney,NE,2024,38.0,,,0.0,,,,,497709.0,,,,33455.0,,,,,,,,,,,85918.0,,13579.0,,
70073,Midland Area Agency,Rural Reporter,Area Agency on Aging,Hastings,NE,2022,13.0,,,,,,,0.0,145262.0,0.0,0.0,0.0,6130.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,11154.0,,664.0,0.0,0.0
70073,"Midland Area Agency , dba: Midland Public Transit",Rural Reporter,Area Agency on Aging,Hastings,NE,2023,14.0,,,0.0,,,,0.0,124147.0,0.0,0.0,0.0,6343.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10250.0,,1977.0,0.0,0.0
70073,"Midland Area Agency , dba: Midland Public Transit",Rural Reporter,Area Agency on Aging,Hastings,NE,2024,15.0,,,0.0,,,,,164902.0,,,,8182.0,,,,,,,,,,,12052.0,,5384.0,,
70203,Morrill County Handi Bus,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",,NE,2022,2.0,,,,,,,0.0,12895.0,0.0,0.0,0.0,1016.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2736.0,,0.0,0.0,0.0
70203,Morrill County Handi Bus,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bridgeport,NE,2023,2.0,,,0.0,,,,0.0,13945.0,0.0,0.0,0.0,767.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2100.0,,0.0,0.0,0.0
70203,Morrill County Handi Bus,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Bridgeport,NE,2024,2.0,,,0.0,,,,,17722.0,,,,1037.0,,,,,,,,,,,3393.0,,0.0,,
77085,Nance Trans,Rural Reporter,Private-Non-Profit Corporation,Fullerton,NE,2022,4.0,,,,,,,0.0,45523.0,0.0,0.0,0.0,1034.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1728.0,,1026.0,0.0,0.0
77085,Nance Trans,Rural Reporter,Private-Non-Profit Corporation,Fullerton,NE,2023,3.0,,,0.0,,,,0.0,54716.0,0.0,0.0,0.0,1189.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1993.0,,1271.0,0.0,0.0
77085,Nance Trans,Rural Reporter,Private-Non-Profit Corporation,Fullerton,NE,2024,3.0,,,0.0,,,,,59605.0,,,,1269.0,,,,,,,,,,,2392.0,,1625.0,,
70275,Nebraska Department of Transportation,Full Reporter,State Government Unit or Department of Transportation,Lincoln,NE,2022,47.0,65269.0,"Omaha, NE--IA",270.81,819508.0,252.0,777341.0,979428.0,979428.0,0.0,0.0,20044.0,20044.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,96498.0,,,4245642.0,0.0
70275,Nebraska Department of Transportation,Full Reporter,State Government Unit or Department of Transportation,Lincoln,NE,2023,41.0,65269.0,"Omaha, NE--IA",270.81,819508.0,252.0,777341.0,716546.0,716546.0,0.0,0.0,15257.0,15257.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,77826.0,,,3266503.0,0.0
70275,Nebraska Department of Transportation,Full Reporter,State Government Unit or Department of Transportation,Lincoln,NE,2024,28.0,65269.0,"Omaha, NE--IA",270.81,819508.0,252.0,777341.0,524478.0,524478.0,0.0,,10926.0,10926.0,0.0,0.0,0.0,,,,,,,,50870.0,,,2164299.0,
70124,"Oakland Heights, dba: Oakland Public Transit",Rural Reporter,Private-Non-Profit Corporation,Oakland,NE,2022,3.0,,,,,,,0.0,19508.0,0.0,0.0,0.0,457.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1496.0,,3.0,0.0,0.0
70124,"Oakland Heights, dba: Oakland Public Transit",Rural Reporter,Private-Non-Profit Corporation,Oakland,NE,2023,3.0,,,0.0,,,,0.0,32148.0,0.0,0.0,0.0,652.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2618.0,,0.0,0.0,0.0
70124,"Oakland Heights, dba: Oakland Public Transit",Rural Reporter,Private-Non-Profit Corporation,Oakland,NE,2024,4.0,,,0.0,,,,,25229.0,,,,521.0,,,,,,,,,,,1940.0,,0.0,,
70127,Ogallala Transit System,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Ogallala,NE,2022,3.0,,,,,,,0.0,32878.0,0.0,0.0,0.0,2697.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,21320.0,,581.0,0.0,0.0
70127,"Ogallala Transit System, dba: Ogallala Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Ogallala,NE,2023,3.0,,,0.0,,,,0.0,30067.0,0.0,0.0,0.0,2561.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,22215.0,,800.0,0.0,0.0
70127,"Ogallala Transit System, dba: Ogallala Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Ogallala,NE,2024,3.0,,,0.0,,,,,34299.0,,,,2988.0,,,,,,,,,,,26507.0,,584.0,,
77077,Omaha Tribe Public Transit,Reduced Reporter,Tribe,Macy,NE,2022,7.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,0.0,351621.0,0.0,0.0,0.0,9769.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10936.0,,1023.0,0.0,0.0
77077,"Omaha Tribe of Nebraska, dba: Omaha Tribe Public Transit",Reduced Reporter,Tribe,Macy,NE,2023,7.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,0.0,329415.0,0.0,0.0,0.0,8810.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10179.0,,989.0,0.0,0.0
77077,"Omaha Tribe of Nebraska, dba: Omaha Tribe Public Transit",Reduced Reporter,Tribe,Macy,NE,2024,7.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,,306493.0,,,,8613.0,,,,,,,,,,,10041.0,,933.0,,
70126,Perkins County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Grant,NE,2022,2.0,,,,,,,0.0,17314.0,0.0,0.0,0.0,3067.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,5876.0,,219.0,0.0,0.0
70126,Perkins County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Grant,NE,2023,2.0,,,0.0,,,,0.0,23211.0,0.0,0.0,0.0,961.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,6542.0,,535.0,0.0,0.0
70126,Perkins County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Grant,NE,2024,2.0,,,0.0,,,,,17520.0,,,,961.0,,,,,,,,,,,5291.0,,766.0,,
70182,Phelps County Senior Citizen,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Holdrege,NE,2022,2.0,,,,,,,0.0,22849.0,0.0,0.0,0.0,1399.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10441.0,,80.0,0.0,0.0
70182,"Phelps County Senior Citizen, dba: Phelps County Handi Bus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Holdrege,NE,2023,2.0,,,0.0,,,,0.0,25481.0,0.0,0.0,0.0,1510.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,13713.0,,44.0,0.0,0.0
70182,"Phelps County Senior Citizen, dba: Phelps County Handi Bus",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Holdrege,NE,2024,2.0,,,0.0,,,,,30125.0,,,,1614.0,,,,,,,,,,,10619.0,,24.0,,
77063,"Ponca Tribe of Nebraska, dba: Ponca Express",Reduced Reporter,Tribe,Niobrara,NE,2022,24.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,0.0,382707.0,0.0,0.0,0.0,12446.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,19993.0,,0.0,0.0,0.0
77063,"Ponca Tribe of Nebraska, dba: Ponca Express",Reduced Reporter,Tribe,Niobrara,NE,2023,16.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,0.0,338930.0,0.0,0.0,0.0,11643.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,17388.0,,0.0,0.0,0.0
77063,"Ponca Tribe of Nebraska, dba: Ponca Express",Reduced Reporter,Tribe,Niobrara,NE,2024,16.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,,382143.0,,,,13157.0,,,,,,,,,,,17433.0,,0.0,,
70148,Saline County Area Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Western,NE,2022,4.0,,,,,,,0.0,63556.0,0.0,0.0,0.0,4683.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,11611.0,,595.0,0.0,0.0
70148,Saline County Area Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Western,NE,2023,5.0,,,0.0,,,,0.0,82531.0,0.0,0.0,0.0,4984.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,16577.0,,2245.0,0.0,0.0
70148,Saline County Area Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Western,NE,2024,5.0,,,0.0,,,,,84112.0,,,,5082.0,,,,,,,,,,,18113.0,,1250.0,,
77069,Santee Sioux Nation,Reduced Reporter,Tribe,Niobrara,NE,2022,2.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,0.0,58571.0,0.0,0.0,0.0,2644.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,3500.0,,,0.0,0.0
77069,Santee Sioux Nation,Reduced Reporter,Tribe,Niobrara,NE,2023,1.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,0.0,71700.0,0.0,0.0,0.0,1896.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2110.0,,,0.0,0.0
77069,Santee Sioux Nation,Reduced Reporter,Tribe,Niobrara,NE,2024,1.0,31.0,Nebraska Non-UZA,0.0,846992.0,,,,29809.0,,,,1640.0,,,,,,,,,,,1467.0,,0.0,,
70253,Saunders County Transportation,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Wahoo,NE,2022,2.0,,,,,,,0.0,10232.0,0.0,0.0,0.0,848.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1864.0,,456.0,0.0,0.0
70253,Saunders County Transportation,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Wahoo,NE,2023,1.0,,,0.0,,,,0.0,11052.0,0.0,0.0,0.0,845.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,2416.0,,545.0,0.0,0.0
70253,Saunders County Transportation,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Wahoo,NE,2024,1.0,,,0.0,,,,,13736.0,,,,950.0,,,,,,,,,,,2575.0,,382.0,,
70069,Schuyler,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Schuyler,NE,2022,1.0,,,,,19.0,22322.0,0.0,9250.0,0.0,0.0,0.0,1397.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,4088.0,,1288.0,0.0,0.0
70069,"Schuyler , dba: Schuyler Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Schuyler,NE,2023,1.0,,,0.0,,19.0,22322.0,0.0,8603.0,0.0,0.0,0.0,1323.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,3885.0,,1031.0,0.0,0.0
70069,"Schuyler , dba: Schuyler Public Transit",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Schuyler,NE,2024,1.0,,,0.0,,19.0,22322.0,,9247.0,,,,1404.0,,,,,,,,,,,4148.0,,1095.0,,
70183,"Scotts Bluff Public Transit, dba: Tri City Roadrunner",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Gering,NE,2022,8.0,,,,,,,0.0,253463.0,0.0,0.0,0.0,21953.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,33911.0,,1739.0,0.0,0.0
70183,"Scotts Bluff Public Transit, dba: Tri City Roadrunner",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Gering,NE,2023,8.0,,,0.0,,,,0.0,248421.0,0.0,0.0,0.0,16694.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,34293.0,,2778.0,0.0,0.0
70183,"Scotts Bluff Public Transit, dba: Tri City Roadrunner",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Gering,NE,2024,9.0,,,0.0,,,,,261895.0,,,,17550.0,,,,,,,,,,,36800.0,,3467.0,,
70052,"Senior Citizen Industries, dba: Central Ride Agency of Nebraska",Reduced Reporter,Private-Non-Profit Corporation,Grand Island,NE,2022,13.0,34246.0,"Grand Island, NE",29.6,55099.0,546.0,61492.0,0.0,141131.0,0.0,0.0,0.0,18388.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,48730.0,,2895.0,0.0,0.0
70052,"Senior Citizen Industries, dba: Central Ride Agency of Nebraska",Reduced Reporter,Private-Non-Profit Corporation,Grand Island,NE,2023,14.0,34246.0,"Grand Island, NE",29.6,55099.0,546.0,61492.0,0.0,185662.0,0.0,0.0,0.0,21843.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,61712.0,,3875.0,0.0,0.0
70052,"Senior Citizen Industries, dba: Central Ride Agency of Nebraska",Reduced Reporter,Private-Non-Profit Corporation,Grand Island,NE,2024,15.0,34246.0,"Grand Island, NE",29.6,55099.0,546.0,62097.0,,140337.0,,,,17285.0,,,,,,,,,,,41149.0,,3430.0,,
70223,Senior Information Center York,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",York,NE,2022,4.0,,,,,,,0.0,67127.0,0.0,0.0,0.0,4772.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10351.0,,545.0,0.0,0.0
70223,"Senior Information Center York, dba: York County Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",York,NE,2023,6.0,,,0.0,,,,0.0,46051.0,0.0,0.0,0.0,2268.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,10380.0,,453.0,0.0,0.0
70223,"Senior Information Center York, dba: York County Public Transportation",Rural Reporter,"City, County or Local Government Unit or Department of Transportation",York,NE,2024,5.0,,,0.0,,,,,49700.0,,,,2041.0,,,,,,,,,,,13439.0,,863.0,,
70058,"Senior Services Inc. , dba: Open Plains Transit",Rural Reporter,Private-Non-Profit Corporation,Alliance,NE,2024,13.0,,,0.0,,,,,86789.0,,,,4390.0,,,,,,,,,,,6016.0,,582.0,,
70246,Seward County Handibus,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Seward,NE,2022,4.0,,,,,,,0.0,58242.0,0.0,0.0,0.0,4550.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,11915.0,,1137.0,0.0,0.0
70246,Seward County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Seward,NE,2023,3.0,,,0.0,,,,0.0,50212.0,0.0,0.0,0.0,2330.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,12948.0,,637.0,0.0,0.0
70246,Seward County Public Transit,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",Seward,NE,2024,4.0,,,0.0,,,,,67338.0,,,,2931.0,,,,,,,,,,,11730.0,,719.0,,
70058,Sheridan County Public Transit,Rural Reporter,Private-Non-Profit Corporation,Chadron,NE,2022,2.0,,,,,,,0.0,50472.0,0.0,0.0,0.0,1689.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,1938.0,,420.0,0.0,0.0
70058,Sheridan County Public Transit,Rural Reporter,Private-Non-Profit Corporation,Chadron,NE,2023,13.0,,,0.0,,,,0.0,58540.0,0.0,0.0,0.0,2494.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,3338.0,,911.0,0.0,0.0
70112,Southeast Nebraska Community Action Partnership,Rural Reporter,Private-Non-Profit Corporation,Humboldt,NE,2022,3.0,,,,,,,0.0,21532.0,0.0,0.0,0.0,1878.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,6730.0,,602.0,0.0,0.0
70112,"Southeast Nebraska Community Action Partnership, dba: Pawnee and Richardson County Public Transportation",Rural Reporter,Private-Non-Profit Corporation,Humboldt,NE,2023,4.0,,,0.0,,,,0.0,32544.0,0.0,0.0,0.0,2279.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,7764.0,,795.0,0.0,0.0
70112,"Southeast Nebraska Community Action Partnership, dba: Pawnee and Richardson County Public Transportation",Rural Reporter,Private-Non-Profit Corporation,Humboldt,NE,2024,6.0,,,0.0,,,,,56392.0,,,,3144.0,,,,,,,,,,,7858.0,,467.0,,
77093,"St. Francis Services, LLC, dba: JOYRIDE Public Transit",Rural Reporter,Private-Non-Profit Corporation,West Point,NE,2024,3.0,,,0.0,,,,,22239.0,,,,578.0,,,,,,,,,,,1477.0,,138.0,,
70100,"Stratton Industrial Commission, dba: Hitch & Hay Public Transit",Rural Reporter,Private-Non-Profit Corporation,Stratton,NE,2022,5.0,,,,,,,0.0,146627.0,0.0,0.0,0.0,5647.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,4164.0,,590.0,0.0,0.0
